Job Title,Job Company,Job Location,Salary Estimate,Company Rating,Company Rating Numbers,Company Size,Company Type,Company Industry,Company Sector,Company Revenue,Company Founded
"Data Modeling & Visualization Development Analyst, Enterprise Products","Bloomberg
4.1","New York, NY",$89K - $170K (Glassdoor est.),"4.1
★★★★★",1850,10000+ Employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1981
Enterprise Research Data Product Manager,"Bloomberg
4.1","New York, NY",$98K - $205K (Glassdoor est.),"4.1
★★★★★",1850,10000+ Employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1981
Technical Sourcer - Data Science & Analytics,"Uber
4.0","New York, NY",$81K - $161K (Glassdoor est.),"4.0
★★★★★",3142,10000+ Employees,Company - Public,Internet,Information Technology,$10+ billion (USD),2009
"Software Engineer II, Machine Learning","Uber
4.0","New York, NY",$88K - $188K (Glassdoor est.),"4.0
★★★★★",3142,10000+ Employees,Company - Public,Internet,Information Technology,$10+ billion (USD),2009
Equity Research Analyst,"Accrete.AI
4.7","New York, NY",$90K - $110K (Employer est.),"4.7
★★★★★",0,1 to 50 Employees,Company - Private,,,Unknown / Non-Applicable,
Staff Data Scientist - Product Analytics,"Intuit - Data
4.5","New York, NY",$106K - $183K (Glassdoor est.),"4.5
★★★★★",1583,5001 to 10000 Employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),1983
AI Data Scientist,Viridios AI,"New York, NY",$76K - $153K (Glassdoor est.),-1,0,1 to 50 Employees,Company - Private,,,Unknown / Non-Applicable,
Sr. Data Scientist (Remote),"American Family Insurance
3.7",New York State,$191K (Employer est.),"3.7
★★★★★",577,5001 to 10000 Employees,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),1927
"L’Oréal, eRetail Data Science","L'Oreal
3.9","New York, NY",$57K - $138K (Glassdoor est.),"3.9
★★★★★",205,10000+ Employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),1909
Senior Business Intelligence Analyst,"Menlo Park
5.0","New York, NY",$120K - $150K (Employer est.),"5.0
★★★★★",0,1 to 50 Employees,Company - Private,,,Unknown / Non-Applicable,
"Data Analyst, Research Outcomes",CyberCoders,"White Plains, NY",$80K - $90K (Employer est.),"4.1
★★★★★",52,201 to 500 Employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),1999
Data Analyst- Full Time Remote,Michael Page,"New York, NY",$40K - $96K (Glassdoor est.),-1,0,5001 to 10000 Employees,Company - Private,,,$10+ billion (USD),1976
AI Scientist - Deep Learning,"Harnham
4.0","New York, NY",$135K - $155K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),2006
Senior Business Data Analyst,"Intuit - Data
4.5","New York, NY",$73K - $137K (Glassdoor est.),"4.5
★★★★★",1583,5001 to 10000 Employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),1983
Data Analyst,Flywheel Software,"New York, NY",$70K - $95K (Employer est.),-1,0,,,,,,
Senior Data Scientist - Machine Learning,"Harnham
4.0","New York, NY",$180K - $220K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),2006
Data Science Manager (Product),"Harnham
4.0","New York, NY",$135K - $175K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),2006
100% REMOTE Mid-level Data Scientist,CyberCoders,"New York, NY",$100K - $120K (Employer est.),"4.1
★★★★★",52,201 to 500 Employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),1999
Director of Machine Learning and A.I.,"Harnham
4.0","New York, NY",$225K - $250K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),2006
Product Analytics Manager,"Harnham
4.0","New York, NY",$150K - $175K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),2006
100% REMOTE- Data Engineer,CyberCoders,"New York, NY",$130K - $150K (Employer est.),"4.1
★★★★★",52,201 to 500 Employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),1999
Data Science Manager,"Digital Republic Recruitment
4.5","New York, NY",$67K - $138K (Glassdoor est.),"4.5
★★★★★",3,1 to 50 Employees,Unknown,,,Unknown / Non-Applicable,
Senior Data Analyst,"Harnham
4.0","New York, NY",$115K - $125K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),2006
Machine Learning Engineer,"Robert Half
3.8","New York, NY",$85K - $100K (Employer est.),"3.8
★★★★★",553,10000+ Employees,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),1948
Client Strategist (Direct Hire - Research & Analytics Firm),Employment Practices Group,"New York, NY",$100K - $125K (Employer est.),-1,0,,,,,,
"Sr Data Analyst, AMERICAS",Smart AdServer,"New York, NY",$95K - $115K (Employer est.),-1,0,,,,,,
"Data Modeling & Visualization Development Analyst, Enterprise Products","Bloomberg
4.1","New York, NY",$89K - $170K (Glassdoor est.),"4.1
★★★★★",1850,10000+ Employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1981
Enterprise Research Data Product Manager,"Bloomberg
4.1","New York, NY",$98K - $205K (Glassdoor est.),"4.1
★★★★★",1850,10000+ Employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1981
Technical Sourcer - Data Science & Analytics,"Uber
4.0","New York, NY",$81K - $161K (Glassdoor est.),"4.0
★★★★★",3142,10000+ Employees,Company - Public,Internet,Information Technology,$10+ billion (USD),2009
"Software Engineer II, Machine Learning","Uber
4.0","New York, NY",$88K - $188K (Glassdoor est.),"4.0
★★★★★",3142,10000+ Employees,Company - Public,Internet,Information Technology,$10+ billion (USD),2009
Equity Research Analyst,"Accrete.AI
4.7","New York, NY",$90K - $110K (Employer est.),"4.7
★★★★★",0,1 to 50 Employees,Company - Private,,,Unknown / Non-Applicable,
Staff Data Scientist - Product Analytics,"Intuit - Data
4.5","New York, NY",$106K - $183K (Glassdoor est.),"4.5
★★★★★",1583,5001 to 10000 Employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),1983
AI Data Scientist,Viridios AI,"New York, NY",$76K - $153K (Glassdoor est.),-1,0,1 to 50 Employees,Company - Private,,,Unknown / Non-Applicable,
Sr. Data Scientist (Remote),"American Family Insurance
3.7",New York State,$191K (Employer est.),"3.7
★★★★★",577,5001 to 10000 Employees,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),1927
"L’Oréal, eRetail Data Science","L'Oreal
3.9","New York, NY",$57K - $138K (Glassdoor est.),"4.0
★★★★★",205,10000+ Employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),1909
Senior Business Intelligence Analyst,"Menlo Park
5.0","New York, NY",$120K - $150K (Employer est.),"5.0
★★★★★",0,1 to 50 Employees,Company - Private,,,Unknown / Non-Applicable,
"Data Analyst, Research Outcomes",CyberCoders,"White Plains, NY",$80K - $90K (Employer est.),"4.1
★★★★★",52,201 to 500 Employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),1999
Data Analyst- Full Time Remote,Michael Page,"New York, NY",$40K - $96K (Glassdoor est.),-1,0,5001 to 10000 Employees,Company - Private,,,$10+ billion (USD),1976
AI Scientist - Deep Learning,"Harnham
4.0","New York, NY",$135K - $155K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),2006
Senior Business Data Analyst,"Intuit - Data
4.5","New York, NY",$73K - $137K (Glassdoor est.),"4.5
★★★★★",1583,5001 to 10000 Employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),1983
Data Analyst,Flywheel Software,"New York, NY",$70K - $95K (Employer est.),-1,0,,,,,,
Senior Data Scientist - Machine Learning,"Harnham
4.0","New York, NY",$180K - $220K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),2006
Data Science Manager (Product),"Harnham
4.0","New York, NY",$135K - $175K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),2006
100% REMOTE Mid-level Data Scientist,CyberCoders,"New York, NY",$100K - $120K (Employer est.),"4.1
★★★★★",52,201 to 500 Employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),1999
Director of Machine Learning and A.I.,"Harnham
4.0","New York, NY",$225K - $250K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),2006
Product Analytics Manager,"Harnham
4.0","New York, NY",$150K - $175K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),2006
100% REMOTE- Data Engineer,CyberCoders,"New York, NY",$130K - $150K (Employer est.),"4.1
★★★★★",52,201 to 500 Employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),1999
Data Science Manager,"Digital Republic Recruitment
4.5","New York, NY",$67K - $138K (Glassdoor est.),"4.5
★★★★★",3,1 to 50 Employees,Unknown,,,Unknown / Non-Applicable,
Senior Data Analyst,"Harnham
4.0","New York, NY",$115K - $125K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),2006
Machine Learning Engineer,"Robert Half
3.8","New York, NY",$85K - $100K (Employer est.),"3.8
★★★★★",553,10000+ Employees,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),1948
Client Strategist (Direct Hire - Research & Analytics Firm),Employment Practices Group,"New York, NY",$100K - $125K (Employer est.),-1,0,,,,,,
"Sr Data Analyst, AMERICAS",Smart AdServer,"New York, NY",$95K - $115K (Employer est.),-1,0,,,,,,
"Data Modeling & Visualization Development Analyst, Enterprise Products","Bloomberg
4.1","New York, NY",$89K - $170K (Glassdoor est.),"4.1
★★★★★",1850,10000+ Employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1981
Enterprise Research Data Product Manager,"Bloomberg
4.1","New York, NY",$98K - $205K (Glassdoor est.),"4.1
★★★★★",1850,10000+ Employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1981
Technical Sourcer - Data Science & Analytics,"Uber
4.0","New York, NY",$81K - $161K (Glassdoor est.),"4.0
★★★★★",3142,10000+ Employees,Company - Public,Internet,Information Technology,$10+ billion (USD),2009
"Software Engineer II, Machine Learning","Uber
4.0","New York, NY",$88K - $188K (Glassdoor est.),"4.0
★★★★★",3142,10000+ Employees,Company - Public,Internet,Information Technology,$10+ billion (USD),2009
Equity Research Analyst,"Accrete.AI
4.7","New York, NY",$90K - $110K (Employer est.),"4.7
★★★★★",0,1 to 50 Employees,Company - Private,,,Unknown / Non-Applicable,
Staff Data Scientist - Product Analytics,"Intuit - Data
4.5","New York, NY",$106K - $183K (Glassdoor est.),"4.5
★★★★★",1583,5001 to 10000 Employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),1983
AI Data Scientist,Viridios AI,"New York, NY",$76K - $153K (Glassdoor est.),-1,0,1 to 50 Employees,Company - Private,,,Unknown / Non-Applicable,
Sr. Data Scientist (Remote),"American Family Insurance
3.7",New York State,$191K (Employer est.),"3.7
★★★★★",577,5001 to 10000 Employees,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),1927
"L’Oréal, eRetail Data Science","L'Oreal
3.9","New York, NY",$57K - $138K (Glassdoor est.),"4.0
★★★★★",205,10000+ Employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),1909
Senior Business Intelligence Analyst,"Menlo Park
5.0","New York, NY",$120K - $150K (Employer est.),"5.0
★★★★★",0,1 to 50 Employees,Company - Private,,,Unknown / Non-Applicable,
"Data Analyst, Research Outcomes",CyberCoders,"White Plains, NY",$80K - $90K (Employer est.),"4.1
★★★★★",52,201 to 500 Employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),1999
Data Analyst- Full Time Remote,Michael Page,"New York, NY",$40K - $96K (Glassdoor est.),-1,0,5001 to 10000 Employees,Company - Private,,,$10+ billion (USD),1976
AI Scientist - Deep Learning,"Harnham
4.0","New York, NY",$135K - $155K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),2006
Senior Business Data Analyst,"Intuit - Data
4.5","New York, NY",$73K - $137K (Glassdoor est.),"4.5
★★★★★",1583,5001 to 10000 Employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),1983
Data Analyst,Flywheel Software,"New York, NY",$70K - $95K (Employer est.),-1,0,,,,,,
Senior Data Scientist - Machine Learning,"Harnham
4.0","New York, NY",$180K - $220K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),2006
Data Science Manager (Product),"Harnham
4.0","New York, NY",$135K - $175K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),2006
100% REMOTE Mid-level Data Scientist,CyberCoders,"New York, NY",$100K - $120K (Employer est.),"4.1
★★★★★",52,201 to 500 Employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),1999
Director of Machine Learning and A.I.,"Harnham
4.0","New York, NY",$225K - $250K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),2006
Product Analytics Manager,"Harnham
4.0","New York, NY",$150K - $175K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),2006
100% REMOTE- Data Engineer,CyberCoders,"New York, NY",$130K - $150K (Employer est.),"4.1
★★★★★",52,201 to 500 Employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),1999
Data Science Manager,"Digital Republic Recruitment
4.5","New York, NY",$67K - $138K (Glassdoor est.),"4.5
★★★★★",3,1 to 50 Employees,Unknown,,,Unknown / Non-Applicable,
Senior Data Analyst,"Harnham
4.0","New York, NY",$115K - $125K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),2006
Machine Learning Engineer,"Robert Half
3.8","New York, NY",$85K - $100K (Employer est.),"3.8
★★★★★",553,10000+ Employees,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),1948
